price,total_count,total_percentage,order_0_count,order_1_count,order_0_percentage,order_1_percentage
15.83,245,0.01,189,56,77.14,22.86
15.84,203,0.01,161,42,79.31,20.69
15.85,112,0.0,89,23,79.46,20.54
15.86,291,0.01,236,55,81.1,18.9
15.87,413,0.01,335,78,81.11,18.89
15.88,205,0.01,150,55,73.17,26.83
15.9,4538,0.16,3238,1300,71.35,28.65
15.91,42,0.0,32,10,76.19,23.81
15.92,126,0.0,98,28,77.78,22.22
15.93,947,0.03,722,225,76.24,23.76
15.94,330,0.01,268,62,81.21,18.79
15.95,1003,0.04,732,271,72.98,27.02
15.96,75,0.0,57,18,76.0,24.0
15.97,596,0.02,468,128,78.52,21.48
15.98,219,0.01,179,40,81.74,18.26
15.99,191,0.01,158,33,82.72,17.28
16.01,466,0.02,404,62,86.7,13.3
16.02,108,0.0,89,19,82.41,17.59
16.03,119,0.0,96,23,80.67,19.33
16.04,132,0.0,124,8,93.94,6.06
16.05,57,0.0,48,9,84.21,15.79
16.06,78,0.0,62,16,79.49,20.51
16.07,335,0.01,272,63,81.19,18.81
16.08,56,0.0,44,12,78.57,21.43
16.09,390,0.01,323,67,82.82,17.18
16.1,67,0.0,46,21,68.66,31.34
16.12,179,0.01,133,46,74.3,25.7
16.13,717,0.03,661,56,92.19,7.81
16.14,179,0.01,138,41,77.09,22.91
16.15,102,0.0,80,22,78.43,21.57
16.16,74,0.0,54,20,72.97,27.03
16.17,298,0.01,264,34,88.59,11.41
16.18,1674,0.06,1332,342,79.57,20.43
16.19,491,0.02,385,106,78.41,21.59
16.2,113,0.0,88,25,77.88,22.12
16.21,424,0.02,268,156,63.21,36.79
16.23,1160,0.04,918,242,79.14,20.86
16.24,535,0.02,425,110,79.44,20.56
16.25,652,0.02,480,172,73.62,26.38
16.26,231,0.01,184,47,79.65,20.35
16.27,404,0.01,336,68,83.17,16.83
16.28,501,0.02,364,137,72.65,27.35
16.29,612,0.02,544,68,88.89,11.11
16.3,337,0.01,279,58,82.79,17.21
16.31,84,0.0,68,16,80.95,19.05
16.32,327,0.01,283,44,86.54,13.46
16.34,306,0.01,234,72,76.47,23.53
16.35,136,0.0,107,29,78.68,21.32
16.36,740,0.03,558,182,75.41,24.59
16.37,43,0.0,33,10,76.74,23.26
16.38,227,0.01,183,44,80.62,19.38
16.39,583,0.02,404,179,69.3,30.7
16.4,484,0.02,390,94,80.58,19.42
16.41,98,0.0,75,23,76.53,23.47
16.42,212,0.01,183,29,86.32,13.68
16.43,482,0.02,408,74,84.65,15.35
16.45,59043,2.14,41475,17568,70.25,29.75
16.46,195,0.01,162,33,83.08,16.92
16.47,148,0.01,117,31,79.05,20.95
16.48,200,0.01,176,24,88.0,12.0
16.49,295,0.01,238,57,80.68,19.32
16.5,80,0.0,60,20,75.0,25.0
16.51,211,0.01,180,31,85.31,14.69
16.52,115,0.0,100,15,86.96,13.04
16.53,455,0.02,381,74,83.74,16.26
16.54,64,0.0,55,9,85.94,14.06
16.56,71,0.0,56,15,78.87,21.13
16.57,497,0.02,444,53,89.34,10.66
16.58,159,0.01,120,39,75.47,24.53
16.59,376,0.01,297,79,78.99,21.01
16.6,278,0.01,216,62,77.7,22.3
16.61,1012,0.04,849,163,83.89,16.11
16.62,100,0.0,76,24,76.0,24.0
16.63,180,0.01,143,37,79.44,20.56
16.64,195,0.01,141,54,72.31,27.69
16.65,107,0.0,87,20,81.31,18.69
16.67,628,0.02,508,120,80.89,19.11
16.68,164,0.01,125,39,76.22,23.78
16.69,1441,0.05,1091,350,75.71,24.29
16.7,158,0.01,124,34,78.48,21.52
16.71,197,0.01,171,26,86.8,13.2
16.72,249,0.01,182,67,73.09,26.91
16.73,323,0.01,280,43,86.69,13.31
16.74,970,0.04,885,85,91.24,8.76
16.75,196,0.01,151,45,77.04,22.96
16.76,256,0.01,220,36,85.94,14.06
16.78,363,0.01,315,48,86.78,13.22
16.79,1355,0.05,1132,223,83.54,16.46
16.8,192,0.01,163,29,84.9,15.1
16.81,238,0.01,193,45,81.09,18.91
16.82,166,0.01,146,20,87.95,12.05
16.83,101,0.0,88,13,87.13,12.87
16.84,330,0.01,258,72,78.18,21.82
16.85,109,0.0,85,24,77.98,22.02
16.86,203,0.01,164,39,80.79,19.21
16.87,151,0.01,112,39,74.17,25.83
16.89,284,0.01,233,51,82.04,17.96
16.9,606,0.02,452,154,74.59,25.41
16.91,164,0.01,142,22,86.59,13.41
16.92,88,0.0,61,27,69.32,30.68
16.93,341,0.01,274,67,80.35,19.65
16.94,106,0.0,78,28,73.58,26.42
16.95,182,0.01,135,47,74.18,25.82
16.96,145,0.01,130,15,89.66,10.34
16.97,98,0.0,75,23,76.53,23.47
16.98,100,0.0,82,18,82.0,18.0
17.0,1727,0.06,1432,295,82.92,17.08
17.01,119,0.0,110,9,92.44,7.56
17.02,504,0.02,415,89,82.34,17.66
17.03,607,0.02,507,100,83.53,16.47
17.04,164,0.01,129,35,78.66,21.34
17.05,200,0.01,169,31,84.5,15.5
17.06,187,0.01,140,47,74.87,25.13
17.07,160,0.01,136,24,85.0,15.0
17.08,169,0.01,138,31,81.66,18.34
17.09,270,0.01,202,68,74.81,25.19
17.11,98,0.0,70,28,71.43,28.57
17.12,134,0.0,111,23,82.84,17.16
17.13,136,0.0,113,23,83.09,16.91
17.14,755,0.03,640,115,84.77,15.23
17.15,794,0.03,631,163,79.47,20.53
17.16,83,0.0,64,19,77.11,22.89
17.17,67,0.0,53,14,79.1,20.9
17.18,95,0.0,81,14,85.26,14.74
17.19,906,0.03,766,140,84.55,15.45
17.2,92,0.0,80,12,86.96,13.04
17.22,116,0.0,76,40,65.52,34.48
17.23,258,0.01,219,39,84.88,15.12
17.24,511,0.02,430,81,84.15,15.85
17.25,1859,0.07,1496,363,80.47,19.53
17.26,525,0.02,422,103,80.38,19.62
17.27,221,0.01,185,36,83.71,16.29
17.28,390,0.01,307,83,78.72,21.28
17.29,900,0.03,768,132,85.33,14.67
17.3,65,0.0,54,11,83.08,16.92
17.31,186,0.01,160,26,86.02,13.98
17.33,465,0.02,384,81,82.58,17.42
17.34,54,0.0,41,13,75.93,24.07
17.35,160,0.01,142,18,88.75,11.25
17.36,336,0.01,296,40,88.1,11.9
17.37,106,0.0,90,16,84.91,15.09
17.38,205,0.01,169,36,82.44,17.56
17.39,99,0.0,75,24,75.76,24.24
17.4,329,0.01,249,80,75.68,24.32
17.41,114,0.0,90,24,78.95,21.05
17.42,131,0.0,96,35,73.28,26.72
17.44,118,0.0,84,34,71.19,28.81
17.45,578,0.02,490,88,84.78,15.22
17.46,77,0.0,57,20,74.03,25.97
17.47,96,0.0,70,26,72.92,27.08
17.48,483,0.02,408,75,84.47,15.53
17.49,90,0.0,68,22,75.56,24.44
17.5,254,0.01,203,51,79.92,20.08
17.51,77,0.0,59,18,76.62,23.38
17.52,209,0.01,181,28,86.6,13.4
17.53,268,0.01,216,52,80.6,19.4
17.55,18848,0.68,13902,4946,73.76,26.24
17.56,267,0.01,226,41,84.64,15.36
17.57,47,0.0,41,6,87.23,12.77
17.58,179,0.01,155,24,86.59,13.41
17.59,242,0.01,216,26,89.26,10.74
17.6,251,0.01,200,51,79.68,20.32
17.61,928,0.03,803,125,86.53,13.47
17.62,217,0.01,188,29,86.64,13.36
17.63,57,0.0,51,6,89.47,10.53
17.64,36,0.0,27,9,75.0,25.0
17.66,344,0.01,302,42,87.79,12.21
17.67,59,0.0,43,16,72.88,27.12
17.68,50,0.0,44,6,88.0,12.0
17.69,61,0.0,55,6,90.16,9.84
17.7,369,0.01,317,52,85.91,14.09
17.71,798,0.03,681,117,85.34,14.66
17.72,888,0.03,764,124,86.04,13.96
17.73,167,0.01,142,25,85.03,14.97
17.74,124,0.0,104,20,83.87,16.13
17.75,587,0.02,507,80,86.37,13.63
17.77,213,0.01,151,62,70.89,29.11
17.78,577,0.02,497,80,86.14,13.86
17.79,56,0.0,52,4,92.86,7.14
17.8,369,0.01,306,63,82.93,17.07
17.81,777,0.03,643,134,82.75,17.25
17.82,141,0.01,113,28,80.14,19.86
17.83,81,0.0,72,9,88.89,11.11
17.84,101,0.0,78,23,77.23,22.77
17.85,249,0.01,198,51,79.52,20.48
17.86,270,0.01,205,65,75.93,24.07
17.88,91,0.0,76,15,83.52,16.48
17.89,75,0.0,62,13,82.67,17.33
17.9,112,0.0,103,9,91.96,8.04
17.91,234,0.01,180,54,76.92,23.08
17.92,65,0.0,56,9,86.15,13.85
17.93,27,0.0,22,5,81.48,18.52
17.94,108,0.0,78,30,72.22,27.78
17.95,145,0.01,110,35,75.86,24.14
17.96,314,0.01,269,45,85.67,14.33
17.97,347,0.01,280,67,80.69,19.31
17.99,179,0.01,158,21,88.27,11.73
18.0,24,0.0,18,6,75.0,25.0
18.01,362,0.01,306,56,84.53,15.47
18.02,147,0.01,117,30,79.59,20.41
18.03,75,0.0,64,11,85.33,14.67
18.04,70,0.0,62,8,88.57,11.43
18.05,95,0.0,79,16,83.16,16.84
18.06,300,0.01,255,45,85.0,15.0
18.07,235,0.01,194,41,82.55,17.45
18.08,506,0.02,473,33,93.48,6.52
18.1,175,0.01,140,35,80.0,20.0
18.11,629,0.02,480,149,76.31,23.69
18.12,163,0.01,141,22,86.5,13.5
18.13,184,0.01,164,20,89.13,10.87
18.14,86,0.0,57,29,66.28,33.72
18.15,161,0.01,136,25,84.47,15.53
18.16,70,0.0,59,11,84.29,15.71
18.17,49,0.0,38,11,77.55,22.45
18.18,338,0.01,299,39,88.46,11.54
18.19,44,0.0,33,11,75.0,25.0
18.21,58,0.0,48,10,82.76,17.24
18.22,1452,0.05,1159,293,79.82,20.18
18.23,123,0.0,95,28,77.24,22.76
18.24,165,0.01,134,31,81.21,18.79
18.25,177,0.01,144,33,81.36,18.64
18.26,1206,0.04,997,209,82.67,17.33
18.27,112,0.0,85,27,75.89,24.11
18.28,375,0.01,320,55,85.33,14.67
18.29,275,0.01,236,39,85.82,14.18
18.3,678,0.02,579,99,85.4,14.6
18.32,579,0.02,461,118,79.62,20.38
18.33,53,0.0,45,8,84.91,15.09
18.34,163,0.01,140,23,85.89,14.11
18.35,55,0.0,44,11,80.0,20.0
18.36,97,0.0,86,11,88.66,11.34
18.37,125,0.0,112,13,89.6,10.4
18.38,84,0.0,66,18,78.57,21.43
18.39,210,0.01,177,33,84.29,15.71
18.4,43,0.0,33,10,76.74,23.26
18.41,172,0.01,152,20,88.37,11.63
18.43,110,0.0,93,17,84.55,15.45
18.44,85,0.0,65,20,76.47,23.53
18.45,158,0.01,139,19,87.97,12.03
18.46,232,0.01,203,29,87.5,12.5
18.47,186,0.01,165,21,88.71,11.29
18.48,227,0.01,189,38,83.26,16.74
18.49,197,0.01,161,36,81.73,18.27
18.5,220,0.01,165,55,75.0,25.0
18.51,398,0.01,304,94,76.38,23.62
18.52,52,0.0,34,18,65.38,34.62
18.54,100,0.0,86,14,86.0,14.0
18.55,188,0.01,161,27,85.64,14.36
18.56,72,0.0,57,15,79.17,20.83
18.57,186,0.01,157,29,84.41,15.59
18.58,178,0.01,135,43,75.84,24.16
18.59,147,0.01,116,31,78.91,21.09
18.6,342,0.01,253,89,73.98,26.02
18.61,152,0.01,128,24,84.21,15.79
18.62,324,0.01,266,58,82.1,17.9
18.63,95,0.0,65,30,68.42,31.58
18.64,43288,1.57,29446,13842,68.02,31.98
18.66,63,0.0,51,12,80.95,19.05
18.67,194,0.01,166,28,85.57,14.43
18.68,58,0.0,49,9,84.48,15.52
18.69,124,0.0,107,17,86.29,13.71
18.7,948,0.03,792,156,83.54,16.46
18.71,632,0.02,539,93,85.28,14.72
18.72,80,0.0,57,23,71.25,28.75
18.73,183,0.01,146,37,79.78,20.22
18.74,99,0.0,91,8,91.92,8.08
18.76,693,0.03,606,87,87.45,12.55
18.77,587,0.02,536,51,91.31,8.69
18.78,242,0.01,204,38,84.3,15.7
18.79,1015,0.04,931,84,91.72,8.28
18.8,370,0.01,313,57,84.59,15.41
18.81,299,0.01,242,57,80.94,19.06
18.82,607,0.02,487,120,80.23,19.77
18.83,59,0.0,49,10,83.05,16.95
18.84,33,0.0,22,11,66.67,33.33
18.85,97,0.0,79,18,81.44,18.56
18.86,95,0.0,82,13,86.32,13.68
18.88,25,0.0,23,2,92.0,8.0
18.89,73,0.0,67,6,91.78,8.22
18.9,25,0.0,21,4,84.0,16.0
18.91,269,0.01,223,46,82.9,17.1
18.92,226,0.01,181,45,80.09,19.91
18.93,47,0.0,36,11,76.6,23.4
18.94,34,0.0,29,5,85.29,14.71
18.95,63,0.0,46,17,73.02,26.98
18.96,124,0.0,107,17,86.29,13.71
18.98,76,0.0,69,7,90.79,9.21
18.99,58,0.0,46,12,79.31,20.69
19.0,90,0.0,67,23,74.44,25.56
19.01,174,0.01,139,35,79.89,20.11
19.02,186,0.01,149,37,80.11,19.89
19.03,229,0.01,209,20,91.27,8.73
19.04,59,0.0,49,10,83.05,16.95
19.05,87,0.0,72,15,82.76,17.24
19.06,74,0.0,60,14,81.08,18.92
19.07,161,0.01,131,30,81.37,18.63
19.09,58,0.0,49,9,84.48,15.52
19.1,50,0.0,32,18,64.0,36.0
19.11,72,0.0,56,16,77.78,22.22
19.12,188,0.01,160,28,85.11,14.89
19.13,274,0.01,234,40,85.4,14.6
19.14,44,0.0,33,11,75.0,25.0
19.15,245,0.01,211,34,86.12,13.88
19.16,49,0.0,39,10,79.59,20.41
19.17,82,0.0,66,16,80.49,19.51
19.18,268,0.01,204,64,76.12,23.88
19.2,671,0.02,454,217,67.66,32.34
19.21,141,0.01,127,14,90.07,9.93
19.22,60,0.0,51,9,85.0,15.0
19.23,1180,0.04,985,195,83.47,16.53
19.24,84,0.0,70,14,83.33,16.67
19.25,123,0.0,107,16,86.99,13.01
19.26,222,0.01,191,31,86.04,13.96
19.27,36,0.0,28,8,77.78,22.22
19.28,1387,0.05,1239,148,89.33,10.67
19.29,71,0.0,55,16,77.46,22.54
19.31,168,0.01,139,29,82.74,17.26
19.32,306,0.01,256,50,83.66,16.34
19.33,506,0.02,423,83,83.6,16.4
19.34,64,0.0,52,12,81.25,18.75
19.35,71,0.0,55,16,77.46,22.54
19.36,357,0.01,338,19,94.68,5.32
19.37,106,0.0,81,25,76.42,23.58
19.38,87,0.0,77,10,88.51,11.49
19.39,49,0.0,44,5,89.8,10.2
19.4,94,0.0,74,20,78.72,21.28
19.41,130,0.0,110,20,84.62,15.38
19.43,53,0.0,43,10,81.13,18.87
19.44,155,0.01,132,23,85.16,14.84
19.45,31,0.0,23,8,74.19,25.81
19.46,161,0.01,107,54,66.46,33.54
19.47,61,0.0,49,12,80.33,19.67
19.48,101,0.0,82,19,81.19,18.81
19.49,96,0.0,74,22,77.08,22.92
19.5,83,0.0,72,11,86.75,13.25
19.51,62,0.0,50,12,80.65,19.35
19.53,71,0.0,60,11,84.51,15.49
19.54,161,0.01,131,30,81.37,18.63
19.55,109,0.0,85,24,77.98,22.02
19.56,391,0.01,358,33,91.56,8.44
19.57,31,0.0,23,8,74.19,25.81
19.58,135,0.0,108,27,80.0,20.0
19.59,143,0.01,124,19,86.71,13.29
19.6,132,0.0,103,29,78.03,21.97
19.61,80,0.0,65,15,81.25,18.75
19.62,61,0.0,50,11,81.97,18.03
19.64,138,0.01,108,30,78.26,21.74
19.65,133,0.0,113,20,84.96,15.04
19.66,167,0.01,144,23,86.23,13.77
19.67,189,0.01,163,26,86.24,13.76
19.68,355,0.01,306,49,86.2,13.8
19.69,104,0.0,85,19,81.73,18.27
19.7,1165,0.04,993,172,85.24,14.76
19.71,121,0.0,95,26,78.51,21.49
19.72,71,0.0,51,20,71.83,28.17
19.73,150,0.01,131,19,87.33,12.67
19.75,13048,0.47,10549,2499,80.85,19.15
19.76,1655,0.06,1486,169,89.79,10.21
19.77,639,0.02,627,12,98.12,1.88
19.78,188,0.01,141,47,75.0,25.0
19.79,845,0.03,743,102,87.93,12.07
19.8,948,0.03,843,105,88.92,11.08
19.81,61,0.0,46,15,75.41,24.59
19.82,74,0.0,62,12,83.78,16.22
19.83,356,0.01,273,83,76.69,23.31
19.84,445,0.02,351,94,78.88,21.12
19.86,229,0.01,168,61,73.36,26.64
19.87,63,0.0,47,16,74.6,25.4
19.88,66,0.0,52,14,78.79,21.21
19.89,426,0.02,382,44,89.67,10.33
19.9,95,0.0,78,17,82.11,17.89
19.91,82,0.0,58,24,70.73,29.27
19.92,71,0.0,60,11,84.51,15.49
19.93,43,0.0,32,11,74.42,25.58
19.94,186,0.01,166,20,89.25,10.75
19.95,116,0.0,103,13,88.79,11.21
19.96,29,0.0,24,5,82.76,17.24
19.98,61,0.0,42,19,68.85,31.15
19.99,73,0.0,56,17,76.71,23.29
20.0,239,0.01,144,95,60.25,39.75
20.01,76,0.0,62,14,81.58,18.42
20.02,38,0.0,31,7,81.58,18.42
20.03,170,0.01,141,29,82.94,17.06
20.04,257,0.01,213,44,82.88,17.12
20.05,90,0.0,74,16,82.22,17.78
20.06,151,0.01,134,17,88.74,11.26
20.08,217,0.01,188,29,86.64,13.36
20.09,201,0.01,171,30,85.07,14.93
20.1,53,0.0,47,6,88.68,11.32
20.11,41,0.0,30,11,73.17,26.83
20.12,43,0.0,37,6,86.05,13.95
20.13,284,0.01,243,41,85.56,14.44
20.14,203,0.01,173,30,85.22,14.78
20.15,96,0.0,93,3,96.88,3.12
20.16,69,0.0,60,9,86.96,13.04
20.17,32,0.0,27,5,84.38,15.62
20.19,76,0.0,69,7,90.79,9.21
20.2,272,0.01,214,58,78.68,21.32
20.21,201,0.01,187,14,93.03,6.97
20.22,433,0.02,377,56,87.07,12.93
20.23,173,0.01,146,27,84.39,15.61
20.24,70,0.0,54,16,77.14,22.86
20.25,2257,0.08,1893,364,83.87,16.13
20.26,90,0.0,72,18,80.0,20.0
20.27,151,0.01,139,12,92.05,7.95
20.28,85,0.0,61,24,71.76,28.24
20.3,3519,0.13,3070,449,87.24,12.76
20.31,826,0.03,757,69,91.65,8.35
20.32,412,0.01,313,99,75.97,24.03
20.33,216,0.01,179,37,82.87,17.13
20.34,1465,0.05,1253,212,85.53,14.47
20.35,510,0.02,376,134,73.73,26.27
20.36,19,0.0,18,1,94.74,5.26
20.37,219,0.01,180,39,82.19,17.81
20.38,39,0.0,36,3,92.31,7.69
20.39,68,0.0,63,5,92.65,7.35
20.41,40,0.0,36,4,90.0,10.0
20.42,45,0.0,32,13,71.11,28.89
20.43,263,0.01,227,36,86.31,13.69
20.44,38,0.0,30,8,78.95,21.05
20.45,69,0.0,54,15,78.26,21.74
20.46,42,0.0,32,10,76.19,23.81
20.47,45,0.0,35,10,77.78,22.22
20.48,229,0.01,208,21,90.83,9.17
20.49,38,0.0,29,9,76.32,23.68
20.5,96,0.0,82,14,85.42,14.58
20.52,41,0.0,32,9,78.05,21.95
20.53,128,0.0,110,18,85.94,14.06
20.54,130,0.0,82,48,63.08,36.92
20.55,177,0.01,154,23,87.01,12.99
20.56,33,0.0,21,12,63.64,36.36
20.57,27,0.0,19,8,70.37,29.63
20.58,178,0.01,152,26,85.39,14.61
20.59,50,0.0,41,9,82.0,18.0
20.6,26,0.0,22,4,84.62,15.38
20.61,135,0.0,115,20,85.19,14.81
20.62,98,0.0,78,20,79.59,20.41
20.64,26,0.0,23,3,88.46,11.54
20.65,87,0.0,76,11,87.36,12.64
20.66,57,0.0,46,11,80.7,19.3
20.67,154,0.01,128,26,83.12,16.88
20.68,31,0.0,24,7,77.42,22.58
20.69,536,0.02,455,81,84.89,15.11
20.7,97,0.0,90,7,92.78,7.22
20.71,168,0.01,160,8,95.24,4.76
20.72,36,0.0,28,8,77.78,22.22
20.74,124,0.0,109,15,87.9,12.1
20.75,174,0.01,150,24,86.21,13.79
20.76,406,0.01,293,113,72.17,27.83
20.77,269,0.01,222,47,82.53,17.47
20.78,149,0.01,138,11,92.62,7.38
20.79,1915,0.07,1552,363,81.04,18.96
20.8,37,0.0,30,7,81.08,18.92
20.81,130,0.0,115,15,88.46,11.54
20.82,106,0.0,92,14,86.79,13.21
20.83,39,0.0,33,6,84.62,15.38
20.85,18126,0.66,13617,4509,75.12,24.88
20.86,821,0.03,730,91,88.92,11.08
20.87,56,0.0,47,9,83.93,16.07
20.88,78,0.0,65,13,83.33,16.67
20.89,793,0.03,696,97,87.77,12.23
20.9,279,0.01,219,60,78.49,21.51
20.91,47,0.0,41,6,87.23,12.77
20.92,50,0.0,39,11,78.0,22.0
20.93,24,0.0,21,3,87.5,12.5
20.94,73,0.0,68,5,93.15,6.85
20.96,85,0.0,72,13,84.71,15.29
20.97,70,0.0,64,6,91.43,8.57
20.98,75,0.0,43,32,57.33,42.67
20.99,171,0.01,143,28,83.63,16.37
21.0,84,0.0,59,25,70.24,29.76
21.01,115,0.0,98,17,85.22,14.78
21.02,45,0.0,43,2,95.56,4.44
21.03,36,0.0,30,6,83.33,16.67
21.04,43,0.0,39,4,90.7,9.3
21.05,29,0.0,21,8,72.41,27.59
21.07,83,0.0,61,22,73.49,26.51
21.08,128,0.0,109,19,85.16,14.84
21.09,73,0.0,68,5,93.15,6.85
21.1,109,0.0,80,29,73.39,26.61
21.11,179,0.01,143,36,79.89,20.11
21.12,45,0.0,33,12,73.33,26.67
21.13,64,0.0,46,18,71.88,28.12
21.14,93,0.0,72,21,77.42,22.58
21.15,25,0.0,21,4,84.0,16.0
21.16,156,0.01,114,42,73.08,26.92
21.18,180,0.01,117,63,65.0,35.0
21.19,32,0.0,25,7,78.12,21.88
21.2,30,0.0,24,6,80.0,20.0
21.21,109,0.0,87,22,79.82,20.18
21.22,190,0.01,168,22,88.42,11.58
21.23,59,0.0,48,11,81.36,18.64
21.24,153,0.01,128,25,83.66,16.34
21.25,54,0.0,49,5,90.74,9.26
21.26,1182,0.04,1002,180,84.77,15.23
21.27,242,0.01,237,5,97.93,2.07
21.29,210,0.01,172,38,81.9,18.1
21.3,69,0.0,53,16,76.81,23.19
21.31,116,0.0,84,32,72.41,27.59
21.32,373,0.01,292,81,78.28,21.72
21.33,95,0.0,86,9,90.53,9.47
21.34,28,0.0,25,3,89.29,10.71
21.35,153,0.01,122,31,79.74,20.26
21.36,340,0.01,303,37,89.12,10.88
21.37,58,0.0,52,6,89.66,10.34
21.38,177,0.01,141,36,79.66,20.34
21.39,90,0.0,76,14,84.44,15.56
21.41,93,0.0,85,8,91.4,8.6
21.42,280,0.01,240,40,85.71,14.29
21.43,29,0.0,23,6,79.31,20.69
21.44,19,0.0,15,4,78.95,21.05
21.45,98,0.0,87,11,88.78,11.22
21.46,136,0.0,95,41,69.85,30.15
21.47,125,0.0,93,32,74.4,25.6
21.48,34,0.0,24,10,70.59,29.41
21.49,12,0.0,8,4,66.67,33.33
21.51,46,0.0,44,2,95.65,4.35
21.52,80,0.0,71,9,88.75,11.25
21.53,54,0.0,40,14,74.07,25.93
21.54,31,0.0,28,3,90.32,9.68
21.55,111,0.0,97,14,87.39,12.61
21.56,142,0.01,124,18,87.32,12.68
21.57,344,0.01,286,58,83.14,16.86
21.58,135,0.0,113,22,83.7,16.3
21.59,108,0.0,88,20,81.48,18.52
21.6,183,0.01,155,28,84.7,15.3
21.61,28,0.0,26,2,92.86,7.14
21.63,105,0.0,92,13,87.62,12.38
21.64,147,0.01,125,22,85.03,14.97
21.65,48,0.0,33,15,68.75,31.25
21.66,155,0.01,140,15,90.32,9.68
21.67,67,0.0,59,8,88.06,11.94
21.68,456,0.02,380,76,83.33,16.67
21.69,37,0.0,32,5,86.49,13.51
21.7,43,0.0,38,5,88.37,11.63
21.71,34,0.0,26,8,76.47,23.53
21.73,197,0.01,186,11,94.42,5.58
21.74,280,0.01,239,41,85.36,14.64
21.75,17,0.0,13,4,76.47,23.53
21.76,85,0.0,79,6,92.94,7.06
21.77,100,0.0,87,13,87.0,13.0
21.78,265,0.01,232,33,87.55,12.45
21.79,115,0.0,95,20,82.61,17.39
21.8,49,0.0,37,12,75.51,24.49
21.81,56,0.0,45,11,80.36,19.64
21.82,176,0.01,142,34,80.68,19.32
21.84,435,0.02,365,70,83.91,16.09
21.85,177,0.01,167,10,94.35,5.65
21.86,20,0.0,17,3,85.0,15.0
21.87,45,0.0,35,10,77.78,22.22
21.88,502,0.02,401,101,79.88,20.12
21.89,919,0.03,635,284,69.1,30.9
21.9,161,0.01,124,37,77.02,22.98
21.91,50,0.0,34,16,68.0,32.0
21.92,60,0.0,44,16,73.33,26.67
21.93,206,0.01,185,21,89.81,10.19
21.95,28257,1.03,20653,7604,73.09,26.91
21.96,29,0.0,22,7,75.86,24.14
21.97,45,0.0,39,6,86.67,13.33
21.98,169,0.01,142,27,84.02,15.98
21.99,990,0.04,694,296,70.1,29.9
22.0,66,0.0,58,8,87.88,12.12
22.01,59,0.0,48,11,81.36,18.64
22.02,29,0.0,18,11,62.07,37.93
22.03,78,0.0,61,17,78.21,21.79
22.04,60,0.0,52,8,86.67,13.33
22.06,16,0.0,12,4,75.0,25.0
22.07,148,0.01,122,26,82.43,17.57
22.08,50,0.0,42,8,84.0,16.0
22.09,31,0.0,27,4,87.1,12.9
22.1,125,0.0,110,15,88.0,12.0
22.11,54,0.0,44,10,81.48,18.52
22.12,33,0.0,26,7,78.79,21.21
22.13,105,0.0,92,13,87.62,12.38
22.14,17,0.0,17,0,100.0,0.0
22.15,208,0.01,161,47,77.4,22.6
22.16,28,0.0,23,5,82.14,17.86
22.18,120,0.0,96,24,80.0,20.0
22.19,78,0.0,63,15,80.77,19.23
22.2,296,0.01,238,58,80.41,19.59
22.21,104,0.0,79,25,75.96,24.04
22.22,51,0.0,42,9,82.35,17.65
22.23,121,0.0,97,24,80.17,19.83
22.24,87,0.0,70,17,80.46,19.54
22.25,124,0.0,112,12,90.32,9.68
22.26,53,0.0,49,4,92.45,7.55
22.28,377,0.01,319,58,84.62,15.38
22.29,790,0.03,641,149,81.14,18.86
22.3,33,0.0,30,3,90.91,9.09
22.31,86,0.0,77,9,89.53,10.47
22.32,26,0.0,20,6,76.92,23.08
22.33,371,0.01,334,37,90.03,9.97
22.34,113,0.0,93,20,82.3,17.7
22.35,26,0.0,23,3,88.46,11.54
22.36,92,0.0,79,13,85.87,14.13
22.37,194,0.01,158,36,81.44,18.56
22.39,581,0.02,483,98,83.13,16.87
22.4,49,0.0,39,10,79.59,20.41
22.41,55,0.0,41,14,74.55,25.45
22.42,204,0.01,168,36,82.35,17.65
22.43,501,0.02,346,155,69.06,30.94
22.44,88,0.0,76,12,86.36,13.64
22.45,61,0.0,48,13,78.69,21.31
22.46,288,0.01,239,49,82.99,17.01
22.47,103,0.0,80,23,77.67,22.33
22.48,79,0.0,71,8,89.87,10.13
22.5,60,0.0,56,4,93.33,6.67
22.51,30,0.0,23,7,76.67,23.33
22.52,204,0.01,123,81,60.29,39.71
22.53,39,0.0,30,9,76.92,23.08
22.54,288,0.01,240,48,83.33,16.67
22.55,91,0.0,70,21,76.92,23.08
22.56,21,0.0,19,2,90.48,9.52
22.57,133,0.0,112,21,84.21,15.79
22.58,65,0.0,51,14,78.46,21.54
22.59,40,0.0,34,6,85.0,15.0
22.61,26,0.0,21,5,80.77,19.23
22.62,86,0.0,70,16,81.4,18.6
22.63,30,0.0,22,8,73.33,26.67
22.64,166,0.01,122,44,73.49,26.51
22.65,42,0.0,32,10,76.19,23.81
22.66,35,0.0,24,11,68.57,31.43
22.67,236,0.01,187,49,79.24,20.76
22.68,98,0.0,79,19,80.61,19.39
22.69,106,0.0,84,22,79.25,20.75
22.7,38,0.0,32,6,84.21,15.79
22.71,18,0.0,10,8,55.56,44.44
22.73,369,0.01,329,40,89.16,10.84
22.74,54,0.0,42,12,77.78,22.22
22.75,45,0.0,31,14,68.89,31.11
22.76,135,0.0,111,24,82.22,17.78
22.77,188,0.01,162,26,86.17,13.83
