revenue,total_count,total_percentage,order_0_count,order_1_count,order_0_percentage,order_1_percentage
16.72,76,0.0,0,76,0.0,100.0
16.73,34,0.0,0,34,0.0,100.0
16.74,76,0.0,0,76,0.0,100.0
16.75,48,0.0,0,48,0.0,100.0
16.76,39,0.0,0,39,0.0,100.0
16.77,3,0.0,0,3,0.0,100.0
16.78,60,0.0,0,60,0.0,100.0
16.79,196,0.01,0,196,0.0,100.0
16.8,42,0.0,0,42,0.0,100.0
16.81,42,0.0,0,42,0.0,100.0
16.82,18,0.0,0,18,0.0,100.0
16.83,11,0.0,0,11,0.0,100.0
16.84,119,0.0,0,119,0.0,100.0
16.85,21,0.0,0,21,0.0,100.0
16.86,40,0.0,0,40,0.0,100.0
16.87,36,0.0,0,36,0.0,100.0
16.88,13,0.0,0,13,0.0,100.0
16.89,52,0.0,0,52,0.0,100.0
16.9,136,0.0,0,136,0.0,100.0
16.91,18,0.0,0,18,0.0,100.0
16.92,39,0.0,0,39,0.0,100.0
16.93,59,0.0,0,59,0.0,100.0
16.94,31,0.0,0,31,0.0,100.0
16.95,52,0.0,0,52,0.0,100.0
16.96,26,0.0,0,26,0.0,100.0
16.97,20,0.0,0,20,0.0,100.0
16.98,53,0.0,0,53,0.0,100.0
17.0,261,0.01,0,261,0.0,100.0
17.01,15,0.0,0,15,0.0,100.0
17.02,95,0.0,0,95,0.0,100.0
17.03,88,0.0,0,88,0.0,100.0
17.04,31,0.0,0,31,0.0,100.0
17.05,29,0.0,0,29,0.0,100.0
17.06,184,0.01,0,184,0.0,100.0
17.07,63,0.0,0,63,0.0,100.0
17.08,76,0.0,0,76,0.0,100.0
17.09,60,0.0,0,60,0.0,100.0
17.1,38,0.0,0,38,0.0,100.0
17.11,24,0.0,0,24,0.0,100.0
17.12,32,0.0,0,32,0.0,100.0
17.13,23,0.0,0,23,0.0,100.0
17.14,119,0.0,0,119,0.0,100.0
17.15,155,0.01,0,155,0.0,100.0
17.16,23,0.0,0,23,0.0,100.0
17.17,13,0.0,0,13,0.0,100.0
17.18,30,0.0,0,30,0.0,100.0
17.19,133,0.0,0,133,0.0,100.0
17.2,59,0.0,0,59,0.0,100.0
17.22,46,0.0,0,46,0.0,100.0
17.23,34,0.0,0,34,0.0,100.0
17.24,91,0.0,0,91,0.0,100.0
17.25,333,0.01,0,333,0.0,100.0
17.26,111,0.0,0,111,0.0,100.0
17.27,17,0.0,0,17,0.0,100.0
17.28,81,0.0,0,81,0.0,100.0
17.29,122,0.0,0,122,0.0,100.0
17.3,53,0.0,0,53,0.0,100.0
17.31,24,0.0,0,24,0.0,100.0
17.32,7,0.0,0,7,0.0,100.0
17.33,71,0.0,0,71,0.0,100.0
17.34,236,0.01,0,236,0.0,100.0
17.35,17,0.0,0,17,0.0,100.0
17.36,40,0.0,0,40,0.0,100.0
17.37,19,0.0,0,19,0.0,100.0
17.38,38,0.0,0,38,0.0,100.0
17.39,22,0.0,0,22,0.0,100.0
17.4,456,0.02,0,456,0.0,100.0
17.41,23,0.0,0,23,0.0,100.0
17.42,35,0.0,0,35,0.0,100.0
17.43,1,0.0,0,1,0.0,100.0
17.44,54,0.0,0,54,0.0,100.0
17.45,84,0.0,0,84,0.0,100.0
17.46,22,0.0,0,22,0.0,100.0
17.47,21,0.0,0,21,0.0,100.0
17.48,71,0.0,0,71,0.0,100.0
17.49,22,0.0,0,22,0.0,100.0
17.5,2144,0.08,0,2144,0.0,100.0
17.51,16,0.0,0,16,0.0,100.0
17.52,84,0.0,0,84,0.0,100.0
17.53,45,0.0,0,45,0.0,100.0
17.54,10,0.0,0,10,0.0,100.0
17.55,4313,0.16,0,4313,0.0,100.0
17.56,46,0.0,0,46,0.0,100.0
17.57,4,0.0,0,4,0.0,100.0
17.58,51,0.0,0,51,0.0,100.0
17.59,23,0.0,0,23,0.0,100.0
17.6,76,0.0,0,76,0.0,100.0
17.61,124,0.0,0,124,0.0,100.0
17.62,31,0.0,0,31,0.0,100.0
17.63,6,0.0,0,6,0.0,100.0
17.64,15,0.0,0,15,0.0,100.0
17.65,1,0.0,0,1,0.0,100.0
17.66,53,0.0,0,53,0.0,100.0
17.67,13,0.0,0,13,0.0,100.0
17.68,16,0.0,0,16,0.0,100.0
17.69,5,0.0,0,5,0.0,100.0
17.7,65,0.0,0,65,0.0,100.0
17.71,101,0.0,0,101,0.0,100.0
17.72,114,0.0,0,114,0.0,100.0
17.73,48,0.0,0,48,0.0,100.0
17.74,65,0.0,0,65,0.0,100.0
17.75,74,0.0,0,74,0.0,100.0
17.76,50,0.0,0,50,0.0,100.0
17.77,48,0.0,0,48,0.0,100.0
17.78,83,0.0,0,83,0.0,100.0
17.79,6,0.0,0,6,0.0,100.0
17.8,69,0.0,0,69,0.0,100.0
17.81,120,0.0,0,120,0.0,100.0
17.82,30,0.0,0,30,0.0,100.0
17.83,5,0.0,0,5,0.0,100.0
17.84,30,0.0,0,30,0.0,100.0
17.85,54,0.0,0,54,0.0,100.0
17.86,60,0.0,0,60,0.0,100.0
17.88,24,0.0,0,24,0.0,100.0
17.89,12,0.0,0,12,0.0,100.0
17.9,48,0.0,0,48,0.0,100.0
17.91,48,0.0,0,48,0.0,100.0
17.92,16,0.0,0,16,0.0,100.0
17.93,2,0.0,0,2,0.0,100.0
17.94,33,0.0,0,33,0.0,100.0
17.95,22,0.0,0,22,0.0,100.0
17.96,56,0.0,0,56,0.0,100.0
17.97,58,0.0,0,58,0.0,100.0
17.98,4,0.0,0,4,0.0,100.0
17.99,19,0.0,0,19,0.0,100.0
18.0,217,0.01,0,217,0.0,100.0
18.01,49,0.0,0,49,0.0,100.0
18.02,52,0.0,0,52,0.0,100.0
18.03,43,0.0,0,43,0.0,100.0
18.04,10,0.0,0,10,0.0,100.0
18.05,19,0.0,0,19,0.0,100.0
18.06,47,0.0,0,47,0.0,100.0
18.07,35,0.0,0,35,0.0,100.0
18.08,42,0.0,0,42,0.0,100.0
18.09,5,0.0,0,5,0.0,100.0
18.1,41,0.0,0,41,0.0,100.0
18.11,135,0.0,0,135,0.0,100.0
18.12,46,0.0,0,46,0.0,100.0
18.13,15,0.0,0,15,0.0,100.0
18.14,26,0.0,0,26,0.0,100.0
18.15,55,0.0,0,55,0.0,100.0
18.16,47,0.0,0,47,0.0,100.0
18.17,11,0.0,0,11,0.0,100.0
18.18,72,0.0,0,72,0.0,100.0
18.19,9,0.0,0,9,0.0,100.0
18.2,8,0.0,0,8,0.0,100.0
18.21,50,0.0,0,50,0.0,100.0
18.22,367,0.01,0,367,0.0,100.0
18.23,25,0.0,0,25,0.0,100.0
18.24,31,0.0,0,31,0.0,100.0
18.25,39,0.0,0,39,0.0,100.0
18.26,227,0.01,0,227,0.0,100.0
18.27,29,0.0,0,29,0.0,100.0
18.28,109,0.0,0,109,0.0,100.0
18.29,33,0.0,0,33,0.0,100.0
18.3,116,0.0,0,116,0.0,100.0
18.32,111,0.0,0,111,0.0,100.0
18.33,11,0.0,0,11,0.0,100.0
18.34,25,0.0,0,25,0.0,100.0
18.35,10,0.0,0,10,0.0,100.0
18.36,15,0.0,0,15,0.0,100.0
18.37,11,0.0,0,11,0.0,100.0
18.38,17,0.0,0,17,0.0,100.0
18.39,33,0.0,0,33,0.0,100.0
18.4,11,0.0,0,11,0.0,100.0
18.41,17,0.0,0,17,0.0,100.0
18.42,4,0.0,0,4,0.0,100.0
18.43,15,0.0,0,15,0.0,100.0
18.44,29,0.0,0,29,0.0,100.0
18.45,20,0.0,0,20,0.0,100.0
18.46,29,0.0,0,29,0.0,100.0
18.47,17,0.0,0,17,0.0,100.0
18.48,44,0.0,0,44,0.0,100.0
18.49,35,0.0,0,35,0.0,100.0
18.5,55,0.0,0,55,0.0,100.0
18.51,93,0.0,0,93,0.0,100.0
18.52,23,0.0,0,23,0.0,100.0
18.54,13,0.0,0,13,0.0,100.0
18.55,27,0.0,0,27,0.0,100.0
18.56,21,0.0,0,21,0.0,100.0
18.57,25,0.0,0,25,0.0,100.0
18.58,287,0.01,0,287,0.0,100.0
18.59,26,0.0,0,26,0.0,100.0
18.6,98,0.0,0,98,0.0,100.0
18.61,15,0.0,0,15,0.0,100.0
18.62,78,0.0,0,78,0.0,100.0
18.63,26,0.0,0,26,0.0,100.0
18.64,11336,0.41,0,11336,0.0,100.0
18.65,2,0.0,0,2,0.0,100.0
18.66,26,0.0,0,26,0.0,100.0
18.67,26,0.0,0,26,0.0,100.0
18.68,9,0.0,0,9,0.0,100.0
18.69,21,0.0,0,21,0.0,100.0
18.7,221,0.01,0,221,0.0,100.0
18.71,87,0.0,0,87,0.0,100.0
18.72,165,0.01,0,165,0.0,100.0
18.73,32,0.0,0,32,0.0,100.0
18.74,32,0.0,0,32,0.0,100.0
18.75,8,0.0,0,8,0.0,100.0
18.76,86,0.0,0,86,0.0,100.0
18.77,46,0.0,0,46,0.0,100.0
18.78,49,0.0,0,49,0.0,100.0
18.79,78,0.0,0,78,0.0,100.0
18.8,70,0.0,0,70,0.0,100.0
18.81,54,0.0,0,54,0.0,100.0
18.82,118,0.0,0,118,0.0,100.0
18.83,8,0.0,0,8,0.0,100.0
18.84,22,0.0,0,22,0.0,100.0
18.85,15,0.0,0,15,0.0,100.0
18.86,15,0.0,0,15,0.0,100.0
18.87,6,0.0,0,6,0.0,100.0
18.88,17,0.0,0,17,0.0,100.0
18.89,5,0.0,0,5,0.0,100.0
18.9,54,0.0,0,54,0.0,100.0
18.91,42,0.0,0,42,0.0,100.0
18.92,51,0.0,0,51,0.0,100.0
18.93,11,0.0,0,11,0.0,100.0
18.94,11,0.0,0,11,0.0,100.0
18.95,11,0.0,0,11,0.0,100.0
18.96,34,0.0,0,34,0.0,100.0
18.98,9,0.0,0,9,0.0,100.0
18.99,110,0.0,0,110,0.0,100.0
19.0,132,0.0,0,132,0.0,100.0
19.01,29,0.0,0,29,0.0,100.0
19.02,38,0.0,0,38,0.0,100.0
19.03,18,0.0,0,18,0.0,100.0
19.04,19,0.0,0,19,0.0,100.0
19.05,23,0.0,0,23,0.0,100.0
19.06,25,0.0,0,25,0.0,100.0
19.07,24,0.0,0,24,0.0,100.0
19.08,26,0.0,0,26,0.0,100.0
19.09,8,0.0,0,8,0.0,100.0
19.1,24,0.0,0,24,0.0,100.0
19.11,21,0.0,0,21,0.0,100.0
19.12,34,0.0,0,34,0.0,100.0
19.13,27,0.0,0,27,0.0,100.0
19.14,21,0.0,0,21,0.0,100.0
19.15,30,0.0,0,30,0.0,100.0
19.16,17,0.0,0,17,0.0,100.0
19.17,16,0.0,0,16,0.0,100.0
19.18,59,0.0,0,59,0.0,100.0
19.2,218,0.01,0,218,0.0,100.0
19.21,12,0.0,0,12,0.0,100.0
19.22,27,0.0,0,27,0.0,100.0
19.23,185,0.01,0,185,0.0,100.0
19.24,52,0.0,0,52,0.0,100.0
19.25,26,0.0,0,26,0.0,100.0
19.26,48,0.0,0,48,0.0,100.0
19.27,7,0.0,0,7,0.0,100.0
19.28,136,0.0,0,136,0.0,100.0
19.29,15,0.0,0,15,0.0,100.0
19.3,20,0.0,0,20,0.0,100.0
19.31,28,0.0,0,28,0.0,100.0
19.32,72,0.0,0,72,0.0,100.0
19.33,76,0.0,0,76,0.0,100.0
19.34,52,0.0,0,52,0.0,100.0
19.35,26,0.0,0,26,0.0,100.0
19.36,36,0.0,0,36,0.0,100.0
19.37,21,0.0,0,21,0.0,100.0
19.38,13,0.0,0,13,0.0,100.0
19.39,5,0.0,0,5,0.0,100.0
19.4,28,0.0,0,28,0.0,100.0
19.41,24,0.0,0,24,0.0,100.0
19.42,12,0.0,0,12,0.0,100.0
19.43,10,0.0,0,10,0.0,100.0
19.44,30,0.0,0,30,0.0,100.0
19.45,9,0.0,0,9,0.0,100.0
19.46,47,0.0,0,47,0.0,100.0
19.47,9,0.0,0,9,0.0,100.0
19.48,29,0.0,0,29,0.0,100.0
19.49,22,0.0,0,22,0.0,100.0
19.5,66,0.0,0,66,0.0,100.0
19.51,11,0.0,0,11,0.0,100.0
19.52,16,0.0,0,16,0.0,100.0
19.53,14,0.0,0,14,0.0,100.0
19.54,36,0.0,0,36,0.0,100.0
19.55,24,0.0,0,24,0.0,100.0
19.56,36,0.0,0,36,0.0,100.0
19.57,7,0.0,0,7,0.0,100.0
19.58,30,0.0,0,30,0.0,100.0
19.59,20,0.0,0,20,0.0,100.0
19.6,329,0.01,0,329,0.0,100.0
19.61,12,0.0,0,12,0.0,100.0
19.62,9,0.0,0,9,0.0,100.0
19.64,40,0.0,0,40,0.0,100.0
19.65,1321,0.05,0,1321,0.0,100.0
19.66,27,0.0,0,27,0.0,100.0
19.67,25,0.0,0,25,0.0,100.0
19.68,50,0.0,0,50,0.0,100.0
19.69,15,0.0,0,15,0.0,100.0
19.7,2782,0.1,0,2782,0.0,100.0
19.71,30,0.0,0,30,0.0,100.0
19.72,83,0.0,0,83,0.0,100.0
19.73,19,0.0,0,19,0.0,100.0
19.74,40,0.0,0,40,0.0,100.0
19.75,2236,0.08,0,2236,0.0,100.0
19.76,158,0.01,0,158,0.0,100.0
19.77,20,0.0,0,20,0.0,100.0
19.78,63,0.0,0,63,0.0,100.0
19.79,95,0.0,0,95,0.0,100.0
19.8,123,0.0,0,123,0.0,100.0
19.81,13,0.0,0,13,0.0,100.0
19.82,11,0.0,0,11,0.0,100.0
19.83,75,0.0,0,75,0.0,100.0
19.84,112,0.0,0,112,0.0,100.0
19.86,58,0.0,0,58,0.0,100.0
19.87,12,0.0,0,12,0.0,100.0
19.88,13,0.0,0,13,0.0,100.0
19.89,46,0.0,0,46,0.0,100.0
19.9,17,0.0,0,17,0.0,100.0
19.91,23,0.0,0,23,0.0,100.0
19.92,18,0.0,0,18,0.0,100.0
19.93,10,0.0,0,10,0.0,100.0
19.94,25,0.0,0,25,0.0,100.0
19.95,11,0.0,0,11,0.0,100.0
19.96,10,0.0,0,10,0.0,100.0
19.98,23,0.0,0,23,0.0,100.0
19.99,15,0.0,0,15,0.0,100.0
20.0,92,0.0,0,92,0.0,100.0
20.01,15,0.0,0,15,0.0,100.0
20.02,10,0.0,0,10,0.0,100.0
20.03,23,0.0,0,23,0.0,100.0
20.04,49,0.0,0,49,0.0,100.0
20.05,13,0.0,0,13,0.0,100.0
20.06,47,0.0,0,47,0.0,100.0
20.07,5,0.0,0,5,0.0,100.0
20.08,33,0.0,0,33,0.0,100.0
20.09,26,0.0,0,26,0.0,100.0
20.1,20,0.0,0,20,0.0,100.0
20.11,8,0.0,0,8,0.0,100.0
20.12,8,0.0,0,8,0.0,100.0
20.13,43,0.0,0,43,0.0,100.0
20.14,32,0.0,0,32,0.0,100.0
20.15,2,0.0,0,2,0.0,100.0
20.16,136,0.0,0,136,0.0,100.0
20.17,3,0.0,0,3,0.0,100.0
20.18,6,0.0,0,6,0.0,100.0
20.19,8,0.0,0,8,0.0,100.0
20.2,71,0.0,0,71,0.0,100.0
20.21,14,0.0,0,14,0.0,100.0
20.22,60,0.0,0,60,0.0,100.0
20.23,27,0.0,0,27,0.0,100.0
20.24,114,0.0,0,114,0.0,100.0
20.25,342,0.01,0,342,0.0,100.0
20.26,55,0.0,0,55,0.0,100.0
20.27,11,0.0,0,11,0.0,100.0
20.28,60,0.0,0,60,0.0,100.0
20.3,424,0.02,0,424,0.0,100.0
20.31,81,0.0,0,81,0.0,100.0
20.32,99,0.0,0,99,0.0,100.0
20.33,36,0.0,0,36,0.0,100.0
20.34,185,0.01,0,185,0.0,100.0
20.35,129,0.0,0,129,0.0,100.0
20.36,38,0.0,0,38,0.0,100.0
20.37,44,0.0,0,44,0.0,100.0
20.38,7,0.0,0,7,0.0,100.0
20.39,4,0.0,0,4,0.0,100.0
20.4,10,0.0,0,10,0.0,100.0
20.41,4,0.0,0,4,0.0,100.0
20.42,16,0.0,0,16,0.0,100.0
20.43,34,0.0,0,34,0.0,100.0
20.44,9,0.0,0,9,0.0,100.0
20.45,12,0.0,0,12,0.0,100.0
20.46,20,0.0,0,20,0.0,100.0
20.47,10,0.0,0,10,0.0,100.0
20.48,18,0.0,0,18,0.0,100.0
20.49,10,0.0,0,10,0.0,100.0
20.5,17,0.0,0,17,0.0,100.0
20.52,14,0.0,0,14,0.0,100.0
20.53,17,0.0,0,17,0.0,100.0
20.54,50,0.0,0,50,0.0,100.0
20.55,23,0.0,0,23,0.0,100.0
20.56,13,0.0,0,13,0.0,100.0
20.57,8,0.0,0,8,0.0,100.0
20.58,32,0.0,0,32,0.0,100.0
20.59,9,0.0,0,9,0.0,100.0
20.6,66,0.0,0,66,0.0,100.0
20.61,19,0.0,0,19,0.0,100.0
20.62,20,0.0,0,20,0.0,100.0
20.64,35,0.0,0,35,0.0,100.0
20.65,11,0.0,0,11,0.0,100.0
20.66,16,0.0,0,16,0.0,100.0
20.67,36,0.0,0,36,0.0,100.0
20.68,74,0.0,0,74,0.0,100.0
20.69,79,0.0,0,79,0.0,100.0
20.7,42,0.0,0,42,0.0,100.0
20.71,8,0.0,0,8,0.0,100.0
20.72,10,0.0,0,10,0.0,100.0
20.73,5,0.0,0,5,0.0,100.0
20.74,43,0.0,0,43,0.0,100.0
20.75,27,0.0,0,27,0.0,100.0
20.76,133,0.0,0,133,0.0,100.0
20.77,44,0.0,0,44,0.0,100.0
20.78,293,0.01,0,293,0.0,100.0
20.79,291,0.01,0,291,0.0,100.0
20.8,32,0.0,0,32,0.0,100.0
20.81,12,0.0,0,12,0.0,100.0
20.82,31,0.0,0,31,0.0,100.0
20.83,6,0.0,0,6,0.0,100.0
20.84,27,0.0,0,27,0.0,100.0
20.85,4028,0.15,0,4028,0.0,100.0
20.86,88,0.0,0,88,0.0,100.0
20.87,8,0.0,0,8,0.0,100.0
20.88,30,0.0,0,30,0.0,100.0
20.89,86,0.0,0,86,0.0,100.0
20.9,67,0.0,0,67,0.0,100.0
20.91,9,0.0,0,9,0.0,100.0
20.92,45,0.0,0,45,0.0,100.0
20.93,3,0.0,0,3,0.0,100.0
20.94,5,0.0,0,5,0.0,100.0
20.96,18,0.0,0,18,0.0,100.0
20.97,7,0.0,0,7,0.0,100.0
20.98,31,0.0,0,31,0.0,100.0
20.99,27,0.0,0,27,0.0,100.0
21.0,28,0.0,0,28,0.0,100.0
21.01,16,0.0,0,16,0.0,100.0
21.02,7,0.0,0,7,0.0,100.0
21.03,6,0.0,0,6,0.0,100.0
21.04,8,0.0,0,8,0.0,100.0
21.05,5,0.0,0,5,0.0,100.0
21.06,12,0.0,0,12,0.0,100.0
21.07,20,0.0,0,20,0.0,100.0
21.08,17,0.0,0,17,0.0,100.0
21.09,6,0.0,0,6,0.0,100.0
21.1,30,0.0,0,30,0.0,100.0
21.11,31,0.0,0,31,0.0,100.0
21.12,26,0.0,0,26,0.0,100.0
21.13,13,0.0,0,13,0.0,100.0
21.14,18,0.0,0,18,0.0,100.0
21.15,8,0.0,0,8,0.0,100.0
21.16,59,0.0,0,59,0.0,100.0
21.18,58,0.0,0,58,0.0,100.0
21.19,7,0.0,0,7,0.0,100.0
21.2,13,0.0,0,13,0.0,100.0
21.21,42,0.0,0,42,0.0,100.0
21.22,21,0.0,0,21,0.0,100.0
21.23,11,0.0,0,11,0.0,100.0
21.24,31,0.0,0,31,0.0,100.0
21.25,9,0.0,0,9,0.0,100.0
21.26,166,0.01,0,166,0.0,100.0
21.27,5,0.0,0,5,0.0,100.0
21.28,38,0.0,0,38,0.0,100.0
21.29,31,0.0,0,31,0.0,100.0
21.3,197,0.01,0,197,0.0,100.0
21.31,28,0.0,0,28,0.0,100.0
21.32,89,0.0,0,89,0.0,100.0
21.33,12,0.0,0,12,0.0,100.0
21.34,14,0.0,0,14,0.0,100.0
21.35,49,0.0,0,49,0.0,100.0
21.36,92,0.0,0,92,0.0,100.0
21.37,5,0.0,0,5,0.0,100.0
21.38,29,0.0,0,29,0.0,100.0
21.39,16,0.0,0,16,0.0,100.0
21.4,22,0.0,0,22,0.0,100.0
21.41,7,0.0,0,7,0.0,100.0
21.42,46,0.0,0,46,0.0,100.0
21.43,4,0.0,0,4,0.0,100.0
21.44,6,0.0,0,6,0.0,100.0
21.45,14,0.0,0,14,0.0,100.0
21.46,46,0.0,0,46,0.0,100.0
21.47,31,0.0,0,31,0.0,100.0
21.48,26,0.0,0,26,0.0,100.0
21.49,4,0.0,0,4,0.0,100.0
21.5,48,0.0,0,48,0.0,100.0
21.51,1,0.0,0,1,0.0,100.0
21.52,19,0.0,0,19,0.0,100.0
21.53,14,0.0,0,14,0.0,100.0
21.54,6,0.0,0,6,0.0,100.0
21.55,14,0.0,0,14,0.0,100.0
21.56,25,0.0,0,25,0.0,100.0
21.57,54,0.0,0,54,0.0,100.0
21.58,22,0.0,0,22,0.0,100.0
21.59,20,0.0,0,20,0.0,100.0
21.6,91,0.0,0,91,0.0,100.0
21.61,2,0.0,0,2,0.0,100.0
21.62,4,0.0,0,4,0.0,100.0
21.63,16,0.0,0,16,0.0,100.0
21.64,19,0.0,0,19,0.0,100.0
21.65,12,0.0,0,12,0.0,100.0
21.66,17,0.0,0,17,0.0,100.0
21.67,6,0.0,0,6,0.0,100.0
21.68,63,0.0,0,63,0.0,100.0
21.69,6,0.0,0,6,0.0,100.0
21.7,7,0.0,0,7,0.0,100.0
21.71,8,0.0,0,8,0.0,100.0
21.72,7,0.0,0,7,0.0,100.0
21.73,8,0.0,0,8,0.0,100.0
21.74,47,0.0,0,47,0.0,100.0
21.75,310,0.01,0,310,0.0,100.0
21.76,9,0.0,0,9,0.0,100.0
21.77,10,0.0,0,10,0.0,100.0
21.78,60,0.0,0,60,0.0,100.0
21.79,18,0.0,0,18,0.0,100.0
21.8,356,0.01,0,356,0.0,100.0
21.81,11,0.0,0,11,0.0,100.0
21.82,35,0.0,0,35,0.0,100.0
21.84,146,0.01,0,146,0.0,100.0
21.85,14,0.0,0,14,0.0,100.0
21.86,11,0.0,0,11,0.0,100.0
21.87,10,0.0,0,10,0.0,100.0
21.88,97,0.0,0,97,0.0,100.0
21.89,234,0.01,0,234,0.0,100.0
21.9,3599,0.13,0,3599,0.0,100.0
21.91,12,0.0,0,12,0.0,100.0
21.92,16,0.0,0,16,0.0,100.0
21.93,20,0.0,0,20,0.0,100.0
21.94,28,0.0,0,28,0.0,100.0
21.95,6750,0.24,0,6750,0.0,100.0
21.96,24,0.0,0,24,0.0,100.0
21.97,6,0.0,0,6,0.0,100.0
21.98,28,0.0,0,28,0.0,100.0
21.99,271,0.01,0,271,0.0,100.0
22.0,27,0.0,0,27,0.0,100.0
22.01,9,0.0,0,9,0.0,100.0
22.02,15,0.0,0,15,0.0,100.0
22.03,17,0.0,0,17,0.0,100.0
22.04,8,0.0,0,8,0.0,100.0
22.05,7,0.0,0,7,0.0,100.0
22.06,3,0.0,0,3,0.0,100.0
22.07,25,0.0,0,25,0.0,100.0
22.08,16,0.0,0,16,0.0,100.0
22.09,3,0.0,0,3,0.0,100.0
22.1,17,0.0,0,17,0.0,100.0
22.11,14,0.0,0,14,0.0,100.0
22.12,14,0.0,0,14,0.0,100.0
22.13,9,0.0,0,9,0.0,100.0
22.14,9,0.0,0,9,0.0,100.0
22.15,47,0.0,0,47,0.0,100.0
22.16,18,0.0,0,18,0.0,100.0
22.17,3,0.0,0,3,0.0,100.0
22.18,35,0.0,0,35,0.0,100.0
22.19,14,0.0,0,14,0.0,100.0
22.2,60,0.0,0,60,0.0,100.0
22.21,23,0.0,0,23,0.0,100.0
22.22,10,0.0,0,10,0.0,100.0
22.23,32,0.0,0,32,0.0,100.0
22.24,17,0.0,0,17,0.0,100.0
22.25,11,0.0,0,11,0.0,100.0
22.26,16,0.0,0,16,0.0,100.0
22.27,1,0.0,0,1,0.0,100.0
22.28,96,0.0,0,96,0.0,100.0
22.29,152,0.01,0,152,0.0,100.0
22.3,5,0.0,0,5,0.0,100.0
22.31,6,0.0,0,6,0.0,100.0
22.32,26,0.0,0,26,0.0,100.0
22.33,35,0.0,0,35,0.0,100.0
22.34,17,0.0,0,17,0.0,100.0
22.35,6,0.0,0,6,0.0,100.0
22.36,39,0.0,0,39,0.0,100.0
22.37,34,0.0,0,34,0.0,100.0
22.38,11,0.0,0,11,0.0,100.0
22.39,92,0.0,0,92,0.0,100.0
22.4,25,0.0,0,25,0.0,100.0
22.41,12,0.0,0,12,0.0,100.0
22.42,34,0.0,0,34,0.0,100.0
22.43,138,0.01,0,138,0.0,100.0
22.44,29,0.0,0,29,0.0,100.0
22.45,15,0.0,0,15,0.0,100.0
22.46,60,0.0,0,60,0.0,100.0
22.47,25,0.0,0,25,0.0,100.0
22.48,9,0.0,0,9,0.0,100.0
22.5,16,0.0,0,16,0.0,100.0
22.51,7,0.0,0,7,0.0,100.0
22.52,80,0.0,0,80,0.0,100.0
22.53,20,0.0,0,20,0.0,100.0
22.54,44,0.0,0,44,0.0,100.0
22.55,21,0.0,0,21,0.0,100.0
22.56,38,0.0,0,38,0.0,100.0
22.57,19,0.0,0,19,0.0,100.0
22.58,16,0.0,0,16,0.0,100.0
22.59,6,0.0,0,6,0.0,100.0
22.6,20,0.0,0,20,0.0,100.0
22.61,4,0.0,0,4,0.0,100.0
22.62,17,0.0,0,17,0.0,100.0
22.63,7,0.0,0,7,0.0,100.0
22.64,45,0.0,0,45,0.0,100.0
22.65,21,0.0,0,21,0.0,100.0
22.66,12,0.0,0,12,0.0,100.0
22.67,43,0.0,0,43,0.0,100.0
22.68,51,0.0,0,51,0.0,100.0
22.69,20,0.0,0,20,0.0,100.0
22.7,9,0.0,0,9,0.0,100.0
22.71,9,0.0,0,9,0.0,100.0
22.72,8,0.0,0,8,0.0,100.0
22.73,38,0.0,0,38,0.0,100.0
22.74,23,0.0,0,23,0.0,100.0
22.75,28,0.0,0,28,0.0,100.0
22.76,62,0.0,0,62,0.0,100.0
22.77,22,0.0,0,22,0.0,100.0
22.78,34,0.0,0,34,0.0,100.0
22.79,4,0.0,0,4,0.0,100.0
22.8,164,0.01,0,164,0.0,100.0
22.81,5,0.0,0,5,0.0,100.0
22.82,1,0.0,0,1,0.0,100.0
22.83,17,0.0,0,17,0.0,100.0
22.84,26,0.0,0,26,0.0,100.0
22.85,32,0.0,0,32,0.0,100.0
22.86,41,0.0,0,41,0.0,100.0
22.87,12,0.0,0,12,0.0,100.0
22.88,116,0.0,0,116,0.0,100.0
22.89,85,0.0,0,85,0.0,100.0
22.9,15,0.0,0,15,0.0,100.0
22.91,3,0.0,0,3,0.0,100.0
22.92,24,0.0,0,24,0.0,100.0
22.94,40,0.0,0,40,0.0,100.0
22.95,950,0.03,0,950,0.0,100.0
22.96,29,0.0,0,29,0.0,100.0
22.97,24,0.0,0,24,0.0,100.0
22.98,13,0.0,0,13,0.0,100.0
22.99,64,0.0,0,64,0.0,100.0
23.0,39,0.0,0,39,0.0,100.0
23.01,10,0.0,0,10,0.0,100.0
23.02,93,0.0,0,93,0.0,100.0
23.03,9,0.0,0,9,0.0,100.0
23.04,12,0.0,0,12,0.0,100.0
23.05,991,0.04,0,991,0.0,100.0
23.06,3,0.0,0,3,0.0,100.0
23.07,19,0.0,0,19,0.0,100.0
23.08,21,0.0,0,21,0.0,100.0
23.09,17,0.0,0,17,0.0,100.0
23.1,60,0.0,0,60,0.0,100.0
23.11,10,0.0,0,10,0.0,100.0
23.12,92,0.0,0,92,0.0,100.0
23.13,17,0.0,0,17,0.0,100.0
23.14,36,0.0,0,36,0.0,100.0
23.16,24,0.0,0,24,0.0,100.0
23.17,14,0.0,0,14,0.0,100.0
23.18,14,0.0,0,14,0.0,100.0
23.19,24,0.0,0,24,0.0,100.0
23.2,22,0.0,0,22,0.0,100.0
23.21,10,0.0,0,10,0.0,100.0
23.22,4,0.0,0,4,0.0,100.0
23.23,6,0.0,0,6,0.0,100.0
