competitorPrice,total_count,total_percentage,order_0_count,order_1_count,order_0_percentage,order_1_percentage
6.95,608,0.02,505,103,83.06,16.94
6.96,1699,0.06,1516,183,89.23,10.77
6.97,367,0.01,318,49,86.65,13.35
6.99,1462,0.06,1179,283,80.64,19.36
7.0,1543,0.06,1183,360,76.67,23.33
7.01,1014,0.04,842,172,83.04,16.96
7.02,3722,0.14,2933,789,78.8,21.2
7.03,10395,0.39,7831,2564,75.33,24.67
7.04,679,0.03,447,232,65.83,34.17
7.05,1163,0.04,797,366,68.53,31.47
7.06,410,0.02,293,117,71.46,28.54
7.07,984,0.04,793,191,80.59,19.41
7.08,3506,0.13,2525,981,72.02,27.98
7.1,4031,0.15,3720,311,92.28,7.72
7.11,535,0.02,386,149,72.15,27.85
7.12,1589,0.06,1246,343,78.41,21.59
7.13,7955,0.3,4885,3070,61.41,38.59
7.14,13910,0.52,9300,4610,66.86,33.14
7.15,657,0.02,587,70,89.35,10.65
7.16,320,0.01,254,66,79.38,20.62
7.17,845,0.03,639,206,75.62,24.38
7.18,1005,0.04,690,315,68.66,31.34
7.19,185,0.01,148,37,80.0,20.0
7.21,923,0.03,700,223,75.84,24.16
7.22,962,0.04,795,167,82.64,17.36
7.23,953,0.04,811,142,85.1,14.9
7.24,1650,0.06,1266,384,76.73,23.27
7.25,7258,0.27,5115,2143,70.47,29.53
7.26,852,0.03,702,150,82.39,17.61
7.27,378,0.01,322,56,85.19,14.81
7.28,466,0.02,365,101,78.33,21.67
7.29,470,0.02,354,116,75.32,24.68
7.3,168,0.01,133,35,79.17,20.83
7.32,842,0.03,640,202,76.01,23.99
7.33,342,0.01,269,73,78.65,21.35
7.34,447,0.02,381,66,85.23,14.77
7.35,1168,0.04,935,233,80.05,19.95
7.36,10211,0.38,7300,2911,71.49,28.51
7.37,818,0.03,671,147,82.03,17.97
7.38,1028,0.04,852,176,82.88,17.12
7.39,841,0.03,688,153,81.81,18.19
7.4,399,0.02,317,82,79.45,20.55
7.41,721,0.03,521,200,72.26,27.74
7.43,1445,0.05,1147,298,79.38,20.62
7.44,2762,0.1,2113,649,76.5,23.5
7.45,575,0.02,454,121,78.96,21.04
7.46,3455,0.13,2486,969,71.95,28.05
7.47,11492,0.43,8607,2885,74.9,25.1
7.48,1344,0.05,1028,316,76.49,23.51
7.49,172,0.01,122,50,70.93,29.07
7.5,1504,0.06,1151,353,76.53,23.47
7.51,158,0.01,129,29,81.65,18.35
7.52,329,0.01,260,69,79.03,20.97
7.54,518,0.02,368,150,71.04,28.96
7.55,273,0.01,231,42,84.62,15.38
7.56,1208,0.05,998,210,82.62,17.38
7.57,1780,0.07,1451,329,81.52,18.48
7.58,8204,0.31,6156,2048,75.04,24.96
7.59,1774,0.07,1408,366,79.37,20.63
7.6,669,0.03,518,151,77.43,22.57
7.61,699,0.03,561,138,80.26,19.74
7.62,922,0.03,730,192,79.18,20.82
7.63,3006,0.11,2199,807,73.15,26.85
7.65,3406,0.13,2609,797,76.6,23.4
7.66,1051,0.04,752,299,71.55,28.45
7.67,2472,0.09,1626,846,65.78,34.22
7.68,12623,0.48,8866,3757,70.24,29.76
7.69,24541,0.92,17989,6552,73.3,26.7
7.7,646,0.02,512,134,79.26,20.74
7.71,605,0.02,481,124,79.5,20.5
7.72,897,0.03,660,237,73.58,26.42
7.73,617,0.02,394,223,63.86,36.14
7.74,1050,0.04,785,265,74.76,25.24
7.76,367,0.01,293,74,79.84,20.16
7.77,227,0.01,177,50,77.97,22.03
7.78,143,0.01,124,19,86.71,13.29
7.79,545,0.02,380,165,69.72,30.28
7.8,2068,0.08,1704,364,82.4,17.6
7.81,1413,0.05,1216,197,86.06,13.94
7.82,812,0.03,697,115,85.84,14.16
7.83,1249,0.05,1083,166,86.71,13.29
7.84,350,0.01,261,89,74.57,25.43
7.85,4732,0.18,2527,2205,53.4,46.6
7.87,1749,0.07,1260,489,72.04,27.96
7.88,3593,0.14,2936,657,81.71,18.29
7.89,881,0.03,634,247,71.96,28.04
7.9,2322,0.09,1793,529,77.22,22.78
7.91,3447,0.13,2521,926,73.14,26.86
7.92,1227,0.05,667,560,54.36,45.64
7.93,217,0.01,183,34,84.33,15.67
7.94,116,0.0,97,19,83.62,16.38
7.95,986,0.04,805,181,81.64,18.36
7.96,578,0.02,416,162,71.97,28.03
7.98,289,0.01,205,84,70.93,29.07
7.99,156,0.01,118,38,75.64,24.36
8.0,1243,0.05,927,316,74.58,25.42
8.01,1676,0.06,1313,363,78.34,21.66
8.02,5961,0.22,4286,1675,71.9,28.1
8.03,346,0.01,279,67,80.64,19.36
8.04,269,0.01,224,45,83.27,16.73
8.05,187,0.01,141,46,75.4,24.6
8.06,109,0.0,90,19,82.57,17.43
8.07,778,0.03,657,121,84.45,15.55
8.09,428,0.02,311,117,72.66,27.34
8.1,174,0.01,140,34,80.46,19.54
8.11,241,0.01,167,74,69.29,30.71
8.12,2122,0.08,1501,621,70.74,29.26
8.13,7093,0.27,5316,1777,74.95,25.05
8.14,524,0.02,392,132,74.81,25.19
8.15,195,0.01,174,21,89.23,10.77
8.16,255,0.01,210,45,82.35,17.65
8.17,1631,0.06,1223,408,74.98,25.02
8.18,643,0.02,501,142,77.92,22.08
8.2,470,0.02,373,97,79.36,20.64
8.21,991,0.04,801,190,80.83,19.17
8.22,2468,0.09,2123,345,86.02,13.98
8.23,4816,0.18,3145,1671,65.3,34.7
8.24,11944,0.45,8869,3075,74.25,25.75
8.25,584,0.02,431,153,73.8,26.2
8.26,545,0.02,466,79,85.5,14.5
8.27,1236,0.05,973,263,78.72,21.28
8.28,514,0.02,443,71,86.19,13.81
8.29,984,0.04,855,129,86.89,13.11
8.3,718,0.03,566,152,78.83,21.17
8.32,791,0.03,617,174,78.0,22.0
8.33,210,0.01,170,40,80.95,19.05
8.34,514,0.02,368,146,71.6,28.4
8.35,4787,0.18,3680,1107,76.87,23.13
8.36,1023,0.04,780,243,76.25,23.75
8.37,499,0.02,383,116,76.75,23.25
8.38,276,0.01,223,53,80.8,19.2
8.39,501,0.02,353,148,70.46,29.54
8.4,213,0.01,159,54,74.65,25.35
8.42,1444,0.05,1126,318,77.98,22.02
8.43,575,0.02,452,123,78.61,21.39
8.44,1187,0.04,905,282,76.24,23.76
8.45,2376,0.09,1697,679,71.42,28.58
8.46,8543,0.32,6141,2402,71.88,28.12
8.47,391,0.01,329,62,84.14,15.86
8.48,279,0.01,204,75,73.12,26.88
8.49,343,0.01,258,85,75.22,24.78
8.5,235,0.01,205,30,87.23,12.77
8.51,330,0.01,255,75,77.27,22.73
8.53,274,0.01,211,63,77.01,22.99
8.54,846,0.03,687,159,81.21,18.79
8.55,357,0.01,285,72,79.83,20.17
8.56,1017,0.04,725,292,71.29,28.71
8.57,7218,0.27,5265,1953,72.94,27.06
8.58,2088,0.08,1681,407,80.51,19.49
8.59,566,0.02,467,99,82.51,17.49
8.6,1544,0.06,1319,225,85.43,14.57
8.61,399,0.02,312,87,78.2,21.8
8.62,453,0.02,368,85,81.24,18.76
8.63,556,0.02,483,73,86.87,13.13
8.65,133,0.01,113,20,84.96,15.04
8.66,1593,0.06,1200,393,75.33,24.67
8.67,1942,0.07,1289,653,66.37,33.63
8.68,9805,0.37,7362,2443,75.08,24.92
8.69,1898,0.07,1449,449,76.34,23.66
8.7,1398,0.05,1176,222,84.12,15.88
8.71,5129,0.19,4271,858,83.27,16.73
8.72,482,0.02,358,124,74.27,25.73
8.73,2243,0.08,1518,725,67.68,32.32
8.75,7930,0.3,5390,2540,67.97,32.03
8.76,4635,0.17,3882,753,83.75,16.25
8.77,3371,0.13,2777,594,82.38,17.62
8.78,15432,0.58,11161,4271,72.32,27.68
8.79,16541,0.62,13155,3386,79.53,20.47
8.8,347,0.01,268,79,77.23,22.77
8.81,238,0.01,195,43,81.93,18.07
8.82,122,0.0,99,23,81.15,18.85
8.83,197,0.01,156,41,79.19,20.81
8.84,261,0.01,200,61,76.63,23.37
8.86,368,0.01,308,60,83.7,16.3
8.87,280,0.01,227,53,81.07,18.93
8.88,285,0.01,240,45,84.21,15.79
8.89,367,0.01,295,72,80.38,19.62
8.9,1225,0.05,893,332,72.9,27.1
8.91,673,0.03,387,286,57.5,42.5
8.92,92,0.0,76,16,82.61,17.39
8.93,524,0.02,399,125,76.15,23.85
8.94,1057,0.04,759,298,71.81,28.19
8.95,257,0.01,168,89,65.37,34.63
8.97,754,0.03,412,342,54.64,45.36
8.98,973,0.04,791,182,81.29,18.71
8.99,4603,0.17,2734,1869,59.4,40.6
9.0,1128,0.04,750,378,66.49,33.51
9.01,2829,0.11,2009,820,71.01,28.99
9.02,457,0.02,336,121,73.52,26.48
9.03,325,0.01,278,47,85.54,14.46
9.04,1821,0.07,1660,161,91.16,8.84
9.05,186,0.01,140,46,75.27,24.73
9.06,549,0.02,409,140,74.5,25.5
9.08,251,0.01,188,63,74.9,25.1
9.09,1123,0.04,918,205,81.75,18.25
9.1,138,0.01,113,25,81.88,18.12
9.11,2742,0.1,1995,747,72.76,27.24
9.12,3772,0.14,2697,1075,71.5,28.5
9.13,671,0.03,571,100,85.1,14.9
9.14,81,0.0,63,18,77.78,22.22
9.15,447,0.02,347,100,77.63,22.37
9.16,532,0.02,410,122,77.07,22.93
9.17,60,0.0,40,20,66.67,33.33
9.19,221,0.01,170,51,76.92,23.08
9.2,357,0.01,297,60,83.19,16.81
9.21,191,0.01,152,39,79.58,20.42
9.22,112,0.0,85,27,75.89,24.11
9.23,4730,0.18,3441,1289,72.75,27.25
9.24,1338,0.05,1055,283,78.85,21.15
9.25,218,0.01,176,42,80.73,19.27
9.26,856,0.03,725,131,84.7,15.3
9.27,361,0.01,263,98,72.85,27.15
9.28,349,0.01,249,100,71.35,28.65
9.29,654,0.02,484,170,74.01,25.99
9.31,882,0.03,739,143,83.79,16.21
9.32,2619,0.1,2119,500,80.91,19.09
9.33,3801,0.14,2839,962,74.69,25.31
9.34,8358,0.31,6192,2166,74.08,25.92
9.35,987,0.04,800,187,81.05,18.95
9.36,196,0.01,162,34,82.65,17.35
9.37,227,0.01,180,47,79.3,20.7
9.38,454,0.02,263,191,57.93,42.07
9.39,387,0.01,322,65,83.2,16.8
9.41,475,0.02,384,91,80.84,19.16
9.42,110,0.0,95,15,86.36,13.64
9.43,128,0.0,90,38,70.31,29.69
9.44,549,0.02,427,122,77.78,22.22
9.45,2312,0.09,1759,553,76.08,23.92
9.46,368,0.01,285,83,77.45,22.55
9.47,70,0.0,61,9,87.14,12.86
9.48,233,0.01,190,43,81.55,18.45
9.49,314,0.01,277,37,88.22,11.78
9.5,196,0.01,154,42,78.57,21.43
9.52,693,0.03,635,58,91.63,8.37
9.53,316,0.01,248,68,78.48,21.52
9.54,963,0.04,687,276,71.34,28.66
9.55,3489,0.13,2418,1071,69.3,30.7
9.56,5291,0.2,3761,1530,71.08,28.92
9.57,569,0.02,418,151,73.46,26.54
9.58,716,0.03,652,64,91.06,8.94
9.59,510,0.02,376,134,73.73,26.27
9.6,314,0.01,251,63,79.94,20.06
9.61,628,0.02,396,232,63.06,36.94
9.62,943,0.04,737,206,78.15,21.85
9.64,1299,0.05,1070,229,82.37,17.63
9.65,927,0.03,540,387,58.25,41.75
9.66,1956,0.07,1328,628,67.89,32.11
9.67,4316,0.16,3350,966,77.62,22.38
9.68,2062,0.08,1587,475,76.96,23.04
9.69,688,0.03,427,261,62.06,37.94
9.7,612,0.02,485,127,79.25,20.75
9.71,177,0.01,145,32,81.92,18.08
9.72,463,0.02,384,79,82.94,17.06
9.74,731,0.03,553,178,75.65,24.35
9.75,472,0.02,411,61,87.08,12.92
9.76,68,0.0,56,12,82.35,17.65
9.77,1676,0.06,1076,600,64.2,35.8
9.78,8330,0.31,5726,2604,68.74,31.26
9.79,1124,0.04,886,238,78.83,21.17
9.8,686,0.03,509,177,74.2,25.8
9.81,467,0.02,369,98,79.01,20.99
9.82,214,0.01,144,70,67.29,32.71
9.83,1026,0.04,865,161,84.31,15.69
9.85,2209,0.08,1640,569,74.24,25.76
9.86,1033,0.04,780,253,75.51,24.49
9.87,622,0.02,485,137,77.97,22.03
9.88,12530,0.47,7846,4684,62.62,37.38
9.89,13722,0.52,10310,3412,75.13,24.87
9.9,532,0.02,414,118,77.82,22.18
9.91,265,0.01,190,75,71.7,28.3
9.92,242,0.01,177,65,73.14,26.86
9.93,776,0.03,665,111,85.7,14.3
9.94,445,0.02,322,123,72.36,27.64
9.96,610,0.02,445,165,72.95,27.05
9.97,182,0.01,143,39,78.57,21.43
9.98,143,0.01,125,18,87.41,12.59
9.99,394,0.01,277,117,70.3,29.7
10.0,3639,0.14,2747,892,75.49,24.51
10.01,469,0.02,282,187,60.13,39.87
10.02,81,0.0,71,10,87.65,12.35
10.03,857,0.03,641,216,74.8,25.2
10.04,310,0.01,242,68,78.06,21.94
10.05,1157,0.04,991,166,85.65,14.35
10.07,277,0.01,244,33,88.09,11.91
10.08,344,0.01,273,71,79.36,20.64
10.09,116,0.0,89,27,76.72,23.28
10.1,3278,0.12,2403,875,73.31,26.69
10.11,4633,0.17,2646,1987,57.11,42.89
10.12,361,0.01,298,63,82.55,17.45
10.13,408,0.02,332,76,81.37,18.63
10.14,427,0.02,357,70,83.61,16.39
10.15,298,0.01,248,50,83.22,16.78
10.16,359,0.01,296,63,82.45,17.55
10.18,824,0.03,464,360,56.31,43.69
10.19,518,0.02,450,68,86.87,13.13
10.2,280,0.01,221,59,78.93,21.07
10.21,3054,0.12,1890,1164,61.89,38.11
10.22,3430,0.13,2625,805,76.53,23.47
10.23,464,0.02,347,117,74.78,25.22
10.24,505,0.02,369,136,73.07,26.93
10.25,34,0.0,26,8,76.47,23.53
10.26,174,0.01,151,23,86.78,13.22
10.27,347,0.01,254,93,73.2,26.8
10.29,6041,0.23,4018,2023,66.51,33.49
10.3,394,0.01,330,64,83.76,16.24
10.31,305,0.01,217,88,71.15,28.85
10.32,510,0.02,385,125,75.49,24.51
10.33,6626,0.25,4629,1997,69.86,30.14
10.34,445,0.02,365,80,82.02,17.98
10.35,199,0.01,155,44,77.89,22.11
10.36,536,0.02,452,84,84.33,15.67
10.37,246,0.01,173,73,70.33,29.67
10.38,1274,0.05,971,303,76.22,23.78
10.39,824,0.03,613,211,74.39,25.61
10.41,107,0.0,86,21,80.37,19.63
10.42,191,0.01,139,52,72.77,27.23
10.43,2947,0.11,1862,1085,63.18,36.82
10.44,7910,0.3,6100,1810,77.12,22.88
10.45,269,0.01,219,50,81.41,18.59
10.46,315,0.01,241,74,76.51,23.49
10.47,321,0.01,250,71,77.88,22.12
10.48,715,0.03,488,227,68.25,31.75
10.49,356,0.01,276,80,77.53,22.47
10.51,1065,0.04,764,301,71.74,28.26
10.52,474,0.02,408,66,86.08,13.92
10.53,903,0.03,752,151,83.28,16.72
10.54,1247,0.05,968,279,77.63,22.37
10.55,3952,0.15,2990,962,75.66,24.34
10.56,888,0.03,698,190,78.6,21.4
10.57,232,0.01,193,39,83.19,16.81
10.58,209,0.01,183,26,87.56,12.44
10.59,201,0.01,160,41,79.6,20.4
10.6,180,0.01,126,54,70.0,30.0
10.62,1244,0.05,779,465,62.62,37.38
10.63,316,0.01,245,71,77.53,22.47
10.64,1146,0.04,624,522,54.45,45.55
10.65,1558,0.06,942,616,60.46,39.54
10.66,4882,0.18,3850,1032,78.86,21.14
10.67,721,0.03,607,114,84.19,15.81
10.68,487,0.02,418,69,85.83,14.17
10.69,734,0.03,559,175,76.16,23.84
10.7,239,0.01,181,58,75.73,24.27
10.71,1007,0.04,801,206,79.54,20.46
10.73,563,0.02,446,117,79.22,20.78
10.74,688,0.03,556,132,80.81,19.19
10.75,114,0.0,88,26,77.19,22.81
10.76,3110,0.12,2235,875,71.86,28.14
10.77,6935,0.26,4773,2162,68.82,31.18
10.78,395,0.01,332,63,84.05,15.95
10.79,213,0.01,185,28,86.85,13.15
10.8,281,0.01,243,38,86.48,13.52
10.81,680,0.03,509,171,74.85,25.15
10.82,792,0.03,526,266,66.41,33.59
10.84,265,0.01,195,70,73.58,26.42
10.85,551,0.02,346,205,62.79,37.21
10.86,225,0.01,203,22,90.22,9.78
10.87,3772,0.14,2346,1426,62.2,37.8
10.88,7647,0.29,5598,2049,73.21,26.79
10.89,3531,0.13,2629,902,74.45,25.55
10.9,273,0.01,194,79,71.06,28.94
10.91,625,0.02,401,224,64.16,35.84
10.92,397,0.01,274,123,69.02,30.98
10.93,3707,0.14,2520,1187,67.98,32.02
10.95,2316,0.09,1799,517,77.68,22.32
10.96,1681,0.06,1286,395,76.5,23.5
10.97,1984,0.07,1445,539,72.83,27.17
10.98,7601,0.29,5282,2319,69.49,30.51
10.99,18493,0.7,14400,4093,77.87,22.13
11.0,164,0.01,141,23,85.98,14.02
11.01,147,0.01,117,30,79.59,20.41
11.02,694,0.03,588,106,84.73,15.27
11.03,483,0.02,287,196,59.42,40.58
11.04,917,0.03,768,149,83.75,16.25
11.06,972,0.04,654,318,67.28,32.72
11.07,336,0.01,243,93,72.32,27.68
11.08,169,0.01,129,40,76.33,23.67
11.09,223,0.01,168,55,75.34,24.66
11.1,1283,0.05,897,386,69.91,30.09
11.11,462,0.02,382,80,82.68,17.32
11.12,187,0.01,128,59,68.45,31.55
11.13,1124,0.04,1038,86,92.35,7.65
11.14,351,0.01,251,100,71.51,28.49
11.15,143,0.01,118,25,82.52,17.48
11.17,277,0.01,207,70,74.73,25.27
11.18,208,0.01,134,74,64.42,35.58
11.19,196,0.01,170,26,86.73,13.27
11.2,512,0.02,415,97,81.05,18.95
11.21,2477,0.09,1694,783,68.39,31.61
11.22,304,0.01,237,67,77.96,22.04
11.23,211,0.01,161,50,76.3,23.7
11.24,243,0.01,216,27,88.89,11.11
11.25,215,0.01,169,46,78.6,21.4
11.26,371,0.01,305,66,82.21,17.79
11.28,437,0.02,340,97,77.8,22.2
11.29,210,0.01,158,52,75.24,24.76
11.3,862,0.03,577,285,66.94,33.06
11.31,2000,0.08,1391,609,69.55,30.45
11.32,2594,0.1,1849,745,71.28,28.72
11.33,42,0.0,33,9,78.57,21.43
11.34,275,0.01,223,52,81.09,18.91
11.35,399,0.02,344,55,86.22,13.78
11.36,224,0.01,160,64,71.43,28.57
11.37,473,0.02,320,153,67.65,32.35
11.38,923,0.03,696,227,75.41,24.59
11.4,2158,0.08,1882,276,87.21,12.79
11.41,512,0.02,422,90,82.42,17.58
11.42,1158,0.04,907,251,78.32,21.68
11.43,1636,0.06,1348,288,82.4,17.6
11.44,1747,0.07,1487,260,85.12,14.88
11.45,95,0.0,80,15,84.21,15.79
11.46,335,0.01,287,48,85.67,14.33
11.47,607,0.02,446,161,73.48,26.52
11.48,653,0.02,599,54,91.73,8.27
11.5,618,0.02,477,141,77.18,22.82
11.51,300,0.01,255,45,85.0,15.0
11.52,282,0.01,226,56,80.14,19.86
11.53,920,0.03,682,238,74.13,25.87
11.54,2492,0.09,1705,787,68.42,31.58
11.55,727,0.03,533,194,73.31,26.69
11.56,264,0.01,232,32,87.88,12.12
11.57,877,0.03,632,245,72.06,27.94
11.58,190,0.01,160,30,84.21,15.79
11.59,260,0.01,170,90,65.38,34.62
11.61,245,0.01,202,43,82.45,17.55
11.62,367,0.01,309,58,84.2,15.8
11.63,120,0.0,92,28,76.67,23.33
11.64,641,0.02,536,105,83.62,16.38
11.65,1968,0.07,1530,438,77.74,22.26
11.66,2458,0.09,1416,1042,57.61,42.39
11.67,124,0.0,99,25,79.84,20.16
11.68,533,0.02,434,99,81.43,18.57
11.69,731,0.03,539,192,73.73,26.27
11.7,788,0.03,614,174,77.92,22.08
11.72,304,0.01,266,38,87.5,12.5
11.73,196,0.01,102,94,52.04,47.96
11.74,213,0.01,186,27,87.32,12.68
11.75,1108,0.04,892,216,80.51,19.49
11.76,1962,0.07,1366,596,69.62,30.38
11.77,414,0.02,331,83,79.95,20.05
11.78,587,0.02,460,127,78.36,21.64
11.79,754,0.03,551,203,73.08,26.92
11.8,55,0.0,40,15,72.73,27.27
11.81,316,0.01,255,61,80.7,19.3
11.83,809,0.03,688,121,85.04,14.96
11.84,1916,0.07,1649,267,86.06,13.94
11.85,302,0.01,234,68,77.48,22.52
11.86,1299,0.05,1004,295,77.29,22.71
11.87,2910,0.11,2239,671,76.94,23.06
11.88,293,0.01,232,61,79.18,20.82
11.89,157,0.01,128,29,81.53,18.47
11.9,42,0.0,39,3,92.86,7.14
11.91,280,0.01,205,75,73.21,26.79
11.92,200,0.01,172,28,86.0,14.0
11.94,128,0.0,74,54,57.81,42.19
11.95,474,0.02,363,111,76.58,23.42
11.96,121,0.0,101,20,83.47,16.53
11.97,475,0.02,353,122,74.32,25.68
11.98,4265,0.16,3168,1097,74.28,25.72
11.99,1470,0.06,966,504,65.71,34.29
12.0,40,0.0,26,14,65.0,35.0
12.01,899,0.03,561,338,62.4,37.6
12.02,917,0.03,584,333,63.69,36.31
12.03,2079,0.08,1279,800,61.52,38.48
12.04,808,0.03,616,192,76.24,23.76
12.06,322,0.01,283,39,87.89,12.11
12.07,325,0.01,235,90,72.31,27.69
12.08,5812,0.22,4054,1758,69.75,30.25
12.09,11505,0.43,8884,2621,77.22,22.78
12.1,121,0.0,101,20,83.47,16.53
12.11,113,0.0,111,2,98.23,1.77
12.12,142,0.01,111,31,78.17,21.83
12.13,448,0.02,366,82,81.7,18.3
12.14,412,0.02,301,111,73.06,26.94
12.16,184,0.01,138,46,75.0,25.0
12.17,363,0.01,313,50,86.23,13.77
12.18,320,0.01,241,79,75.31,24.69
12.19,784,0.03,654,130,83.42,16.58
12.2,1250,0.05,940,310,75.2,24.8
12.21,452,0.02,339,113,75.0,25.0
12.22,456,0.02,349,107,76.54,23.46
12.23,603,0.02,531,72,88.06,11.94
12.24,71,0.0,50,21,70.42,29.58
12.25,23,0.0,22,1,95.65,4.35
12.27,692,0.03,471,221,68.06,31.94
12.28,2458,0.09,2159,299,87.84,12.16
12.29,387,0.01,325,62,83.98,16.02
12.3,442,0.02,288,154,65.16,34.84
12.31,2836,0.11,2011,825,70.91,29.09
12.32,569,0.02,446,123,78.38,21.62
12.33,429,0.02,318,111,74.13,25.87
12.34,407,0.02,298,109,73.22,26.78
12.35,187,0.01,146,41,78.07,21.93
12.36,498,0.02,400,98,80.32,19.68
12.38,246,0.01,198,48,80.49,19.51
12.39,216,0.01,164,52,75.93,24.07
12.4,30,0.0,24,6,80.0,20.0
12.41,998,0.04,743,255,74.45,25.55
12.42,2328,0.09,1788,540,76.8,23.2
12.43,62,0.0,54,8,87.1,12.9
12.44,247,0.01,198,49,80.16,19.84
12.45,219,0.01,169,50,77.17,22.83
12.46,212,0.01,178,34,83.96,16.04
12.47,275,0.01,192,83,69.82,30.18
12.49,2895,0.11,1637,1258,56.55,43.45
12.5,549,0.02,415,134,75.59,24.41
12.51,547,0.02,384,163,70.2,29.8
12.52,306,0.01,215,91,70.26,29.74
12.53,3621,0.14,2758,863,76.17,23.83
12.54,226,0.01,182,44,80.53,19.47
12.55,57,0.0,53,4,92.98,7.02
12.56,213,0.01,175,38,82.16,17.84
12.57,3468,0.13,3071,397,88.55,11.45
12.58,900,0.03,743,157,82.56,17.44
12.6,3381,0.13,2087,1294,61.73,38.27
12.61,347,0.01,295,52,85.01,14.99
12.62,872,0.03,673,199,77.18,22.82
12.63,2139,0.08,1566,573,73.21,26.79
12.64,5450,0.21,4255,1195,78.07,21.93
12.65,569,0.02,502,67,88.22,11.78
12.66,351,0.01,272,79,77.49,22.51
12.67,193,0.01,165,28,85.49,14.51
12.68,199,0.01,179,20,89.95,10.05
12.69,578,0.02,478,100,82.7,17.3
12.71,938,0.04,693,245,73.88,26.12
12.72,374,0.01,318,56,85.03,14.97
12.73,706,0.03,539,167,76.35,23.65
12.74,4020,0.15,2621,1399,65.2,34.8
12.75,4584,0.17,3534,1050,77.09,22.91
12.76,651,0.02,473,178,72.66,27.34
12.77,549,0.02,466,83,84.88,15.12
12.78,207,0.01,181,26,87.44,12.56
12.79,212,0.01,191,21,90.09,9.91
12.8,580,0.02,460,120,79.31,20.69
12.82,451,0.02,322,129,71.4,28.6
12.83,356,0.01,296,60,83.15,16.85
12.84,281,0.01,225,56,80.07,19.93
12.85,1498,0.06,1210,288,80.77,19.23
12.86,5585,0.21,4510,1075,80.75,19.25
12.87,446,0.02,288,158,64.57,35.43
12.88,500,0.02,457,43,91.4,8.6
12.89,37,0.0,28,9,75.68,24.32
12.9,162,0.01,119,43,73.46,26.54
12.91,474,0.02,382,92,80.59,19.41
12.93,263,0.01,177,86,67.3,32.7
12.94,216,0.01,158,58,73.15,26.85
12.95,237,0.01,213,24,89.87,10.13
12.96,1042,0.04,782,260,75.05,24.95
12.97,3717,0.14,2995,722,80.58,19.42
12.98,248,0.01,204,44,82.26,17.74
12.99,206,0.01,164,42,79.61,20.39
13.0,503,0.02,410,93,81.51,18.49
13.01,143,0.01,98,45,68.53,31.47
13.02,328,0.01,262,66,79.88,20.12
13.04,485,0.02,381,104,78.56,21.44
13.05,178,0.01,133,45,74.72,25.28
13.06,262,0.01,227,35,86.64,13.36
13.07,788,0.03,621,167,78.81,21.19
13.08,4071,0.15,3216,855,79.0,21.0
13.09,400,0.02,310,90,77.5,22.5
13.1,925,0.03,699,226,75.57,24.43
13.11,1184,0.04,1002,182,84.63,15.37
13.12,569,0.02,474,95,83.3,16.7
13.13,1048,0.04,872,176,83.21,16.79
13.14,2286,0.09,1762,524,77.08,22.92
13.16,3575,0.13,2969,606,83.05,16.95
13.17,480,0.02,319,161,66.46,33.54
13.18,4901,0.18,3746,1155,76.43,23.57
13.19,9883,0.37,7665,2218,77.56,22.44
13.2,468,0.02,352,116,75.21,24.79
13.21,37,0.0,23,14,62.16,37.84
13.22,11,0.0,7,4,63.64,36.36
13.23,288,0.01,249,39,86.46,13.54
13.24,294,0.01,221,73,75.17,24.83
13.26,32,0.0,24,8,75.0,25.0
13.27,158,0.01,122,36,77.22,22.78
13.28,77,0.0,57,20,74.03,25.97
13.29,670,0.03,522,148,77.91,22.09
13.3,549,0.02,433,116,78.87,21.13
13.31,99,0.0,87,12,87.88,12.12
13.32,28,0.0,24,4,85.71,14.29
13.33,443,0.02,400,43,90.29,9.71
13.34,84,0.0,70,14,83.33,16.67
13.35,216,0.01,186,30,86.11,13.89
13.37,116,0.0,92,24,79.31,20.69
13.38,225,0.01,155,70,68.89,31.11
13.39,26,0.0,19,7,73.08,26.92
13.4,929,0.03,624,305,67.17,32.83
13.41,521,0.02,389,132,74.66,25.34
13.42,147,0.01,109,38,74.15,25.85
13.43,657,0.02,537,120,81.74,18.26
13.44,130,0.0,100,30,76.92,23.08
13.45,115,0.0,88,27,76.52,23.48
13.46,281,0.01,234,47,83.27,16.73
13.48,595,0.02,474,121,79.66,20.34
13.49,103,0.0,79,24,76.7,23.3
13.5,23,0.0,21,2,91.3,8.7
13.51,2096,0.08,1480,616,70.61,29.39
13.52,2228,0.08,1825,403,81.91,18.09
13.53,348,0.01,298,50,85.63,14.37
13.54,300,0.01,251,49,83.67,16.33
13.55,191,0.01,146,45,76.44,23.56
13.56,947,0.04,846,101,89.33,10.67
13.57,73,0.0,61,12,83.56,16.44
13.59,69,0.0,53,16,76.81,23.19
13.6,219,0.01,183,36,83.56,16.44
13.61,437,0.02,346,91,79.18,20.82
13.62,1334,0.05,857,477,64.24,35.76
13.63,3604,0.14,2877,727,79.83,20.17
13.64,316,0.01,248,68,78.48,21.52
13.65,552,0.02,415,137,75.18,24.82
13.66,337,0.01,237,100,70.33,29.67
13.67,54,0.0,44,10,81.48,18.52
13.68,670,0.03,477,193,71.19,28.81
13.7,56,0.0,48,8,85.71,14.29
13.71,36,0.0,26,10,72.22,27.78
13.72,212,0.01,179,33,84.43,15.57
